,Movie,Year,Genre,Rating,metaScore,Votes,Length,Age Certificate
156,Cat on a Hot Tin Roof,1958,Drama,8.0,84.0,44197,108,Not Rated
580,On the Waterfront,1954,"Crime, Drama, Thriller",8.1,91.0,139395,108,Approved
263,Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",8.3,89.0,894643,108,R
960,Wait Until Dark,1967,Thriller,7.8,81.0,27266,108,Not Rated
265,Ex Machina,2014,"Drama, Sci-Fi, Thriller",7.7,78.0,464943,108,R
573,October Sky,1999,"Biography, Drama, Family",7.8,71.0,81039,108,PG
322,Guess Who's Coming to Dinner,1967,"Comedy, Drama",7.8,63.0,38576,108,Not Rated
367,Il Postino,1994,"Biography, Comedy, Drama",7.7,81.0,33004,108,PG
453,La Strada,1954,Drama,8.0,,57265,108,Not Rated
996,Zootopia,2016,"Animation, Adventure, Comedy",8.0,78.0,423633,108,PG
291,Funny Games,1997,"Crime, Drama, Thriller",7.6,69.0,63228,108,Not Rated
82,Back to the Future Part II,1989,"Adventure, Comedy, Sci-Fi",7.8,57.0,470876,108,PG
94,Before Midnight,2013,"Drama, Romance",7.9,94.0,137575,109,R
892,The Thing,1982,"Horror, Mystery, Sci-Fi",8.1,57.0,362358,109,R
818,The King of Comedy,1982,"Comedy, Crime, Drama",7.8,73.0,85181,109,PG
478,Lethal Weapon,1987,"Action, Crime, Thriller",7.6,68.0,233095,109,R
905,The Wrestler,2008,"Drama, Sport",7.9,80.0,286936,109,R
164,Children of Men,2006,"Adventure, Drama, Sci-Fi",7.9,84.0,458332,109,R
207,Deliverance,1972,"Adventure, Drama, Thriller",7.7,80.0,97249,109,R
257,End of Watch,2012,"Action, Crime, Drama",7.6,68.0,225201,109,R
484,Lilya 4-Ever,2002,"Crime, Drama",7.8,82.0,42047,109,R
579,On Golden Pond,1981,Drama,7.6,68.0,27131,109,PG
620,Psycho,1960,"Horror, Mystery, Thriller",8.5,97.0,590732,109,R
137,Butch Cassidy and the Sundance Kid,1969,"Biography, Crime, Drama",8.0,66.0,199682,110,PG
452,The Rules of the Game,1939,"Comedy, Drama",8.0,,26240,110,Not Rated
871,The Royal Tenenbaums,2001,"Comedy, Drama",7.6,76.0,262043,110,R
933,True Grit,2010,"Drama, Western",7.6,80.0,306405,110,PG-13
433,Throne of Blood,1957,"Drama, History",8.1,,45408,110,Not Rated
956,Vizontele,2001,"Comedy, Drama",8.0,,32515,110,15
468,Nights of Cabiria,1957,Drama,8.1,,42086,110,Not Rated
104,Billy Elliot,2000,"Drama, Music",7.7,74.0,124527,110,R
806,The Illusionist,2006,"Drama, Fantasy, History",7.6,68.0,351453,110,PG-13
497,Lucky Number Slevin,2006,"Crime, Drama, Mystery",7.7,53.0,297325,110,R
958,The Return,2003,Drama,8.0,82.0,41573,110,Not Rated
721,Sunset Blvd.,1950,"Drama, Film-Noir",8.4,,197270,110,Passed
371,In the Heat of the Night,1967,"Crime, Drama, Mystery",7.9,75.0,66349,110,Not Rated
499,Léon: The Professional,1994,"Action, Crime, Drama",8.5,64.0,1013184,110,R
302,Gilda,1946,"Drama, Film-Noir, Romance",7.7,,27387,110,Not Rated
990,Yojimbo,1961,"Action, Drama, Thriller",8.2,,108527,110,Not Rated
312,Joint Security Area,2000,"Action, Drama, Thriller",7.8,58.0,25752,110,Not Rated
159,Central Station,1998,Drama,8.0,80.0,35637,110,R
308,Goldfinger,1964,"Action, Adventure, Thriller",7.7,87.0,169428,110,PG
525,Whisper of the Heart,1995,"Animation, Drama, Family",7.9,75.0,49574,111,G
780,The Florida Project,2017,Drama,7.6,92.0,91095,111,R
122,Bonnie and Clyde,1967,"Action, Biography, Crime",7.8,86.0,100637,111,R
117,Blow-Up,1966,"Drama, Mystery, Thriller",7.6,82.0,55352,111,Not Rated
758,The Broken Circle Breakdown,2012,"Drama, Music, Romance",7.8,70.0,38776,111,Not Rated
630,Ratatouille,2007,"Animation, Adventure, Comedy",8.0,96.0,627720,111,G
28,Ace in the Hole,1951,"Drama, Film-Noir",8.1,72.0,30753,111,Approved
419,Kill Bill: Vol. 1,2003,"Action, Crime, Thriller",8.1,69.0,982105,111,R
223,The Killer,1989,"Action, Crime, Drama",7.8,82.0,45121,111,R
634,Rebel Without a Cause,1955,Drama,7.7,89.0,81958,111,PG-13
632,Rear Window,1954,"Mystery, Thriller",8.4,100.0,435002,112,PG
180,Crash,2004,"Crime, Drama, Thriller",7.7,66.0,415998,112,R
77,My Father and My Son,2005,"Drama, Family",8.3,,76703,112,PG
225,District 9,2009,"Action, Sci-Fi, Thriller",7.9,81.0,631841,112,R
472,The Diving Bell and the Butterfly,2007,"Biography, Drama",8.0,92.0,102295,112,PG-13
826,The Last of the Mohicans,1992,"Action, Adventure, Drama",7.7,76.0,146353,112,R
261,Escape from Alcatraz,1979,"Action, Biography, Crime",7.6,76.0,118269,112,PG
860,The Philadelphia Story,1940,"Comedy, Romance",7.9,96.0,62366,112,Not Rated
885,The Straight Story,1999,"Biography, Drama",8.0,86.0,80385,112,G
251,The Body,2012,"Mystery, Thriller",7.6,,55138,112,15
126,Boyz n the Hood,1991,"Crime, Drama",7.8,76.0,122684,112,R
612,Planet of the Apes,1968,"Adventure, Sci-Fi",8.0,79.0,163381,112,G
385,The Intouchables,2011,"Biography, Comedy, Drama",8.5,57.0,740744,112,R
324,Talk to Her,2002,"Drama, Mystery, Romance",7.9,86.0,103214,112,R
831,The Long Goodbye,1973,"Comedy, Crime, Drama",7.6,87.0,25476,112,R
445,La Grande Illusion,1937,"Drama, War",8.1,,33310,113,Not Rated
158,Celda 211,2009,"Action, Adventure, Crime",7.6,,63086,113,18
162,Charade,1963,"Comedy, Mystery, Romance",7.9,83.0,66797,113,Passed
785,The Gentlemen,2019,"Action, Comedy, Crime",7.9,51.0,190006,113,R
520,Midnight Cowboy,1969,Drama,7.8,79.0,99170,113,R
79,Baby Driver,2017,"Action, Crime, Music",7.6,86.0,425818,113,R
97,Being John Malkovich,1999,"Comedy, Drama, Fantasy",7.7,90.0,307143,113,R
980,Wonder,2017,"Drama, Family",8.0,66.0,135746,113,PG
585,Evil,2003,Drama,7.8,61.0,35242,113,Not Rated
762,The Conversation,1974,"Drama, Mystery, Thriller",7.8,85.0,96161,113,PG
759,The Butterfly Effect,2004,"Drama, Sci-Fi, Thriller",7.6,30.0,445655,113,R
248,Edge of Tomorrow,2014,"Action, Adventure, Sci-Fi",7.9,71.0,588753,113,PG-13
637,Remember the Titans,2000,"Biography, Drama, Sport",7.8,48.0,195132,113,PG
654,Sabrina,1954,"Comedy, Drama, Romance",7.7,72.0,58066,113,Passed
11,"4 Months, 3 Weeks and 2 Days",2007,Drama,7.9,97.0,55712,113,Not Rated
233,Donnie Darko,2001,"Drama, Mystery, Sci-Fi",8.0,88.0,730418,113,R
722,Superbad,2007,Comedy,7.6,76.0,513143,113,R
916,Togo,2019,"Adventure, Biography, Drama",8.0,69.0,32117,113,PG
518,Memento,2000,"Mystery, Thriller",8.4,80.0,1105232,113,R
267,Falling Down,1993,"Action, Crime, Drama",7.6,56.0,167436,113,R
711,Star Trek II: The Wrath of Khan,1982,"Action, Adventure, Sci-Fi",7.7,67.0,111167,113,PG
366,The Conformist,1970,Drama,8.0,100.0,26233,113,R
7,28 Days Later...,2002,"Drama, Horror, Sci-Fi",7.6,73.0,370818,113,R
568,Nine Queens,2000,"Crime, Drama, Thriller",7.9,80.0,49029,114,R
746,The Big Sleep,1946,"Crime, Film-Noir, Mystery",7.9,,77766,114,Not Rated
449,The Holy Mountain,1973,"Adventure, Drama, Fantasy",7.9,76.0,35762,114,R
450,The Passion of Joan of Arc,1928,"Biography, Drama, History",8.1,,46237,114,Passed
309,Gone Baby Gone,2007,"Crime, Drama, Mystery",7.6,72.0,246551,114,R
791,The Goonies,1985,"Adventure, Comedy, Family",7.8,62.0,239331,114,PG
731,Taxi Driver,1976,"Crime, Drama",8.3,94.0,707719,114,R
498,Let the Right One In,2008,"Crime, Drama, Fantasy",7.9,82.0,203195,114,R
807,The Imitation Game,2014,"Biography, Drama, Thriller",8.0,73.0,671279,114,PG-13
972,White Heat,1949,"Action, Crime, Drama",8.1,,29132,114,Not Rated
91,Battle Royale,2000,"Action, Adventure, Drama",7.6,81.0,166962,114,Not Rated
839,The Magdalene Sisters,2002,Drama,7.7,83.0,25670,114,R
753,The Bourne Ultimatum,2007,"Action, Mystery, Thriller",8.0,85.0,598816,115,PG-13
244,E.T. the Extra-Terrestrial,1982,"Family, Sci-Fi",7.8,91.0,364521,115,PG
931,Elite Squad,2007,"Action, Crime, Drama",8.1,33.0,96856,115,R
932,Elite Squad 2: The Enemy Within,2010,"Action, Crime, Drama",8.0,71.0,78395,115,Not Rated
394,The Hunt,2012,Drama,8.3,77.0,271726,115,R
556,Nebraska,2013,"Adventure, Comedy, Drama",7.7,87.0,110993,115,R
625,Raiders of the Lost Ark,1981,"Action, Adventure",8.4,85.0,869125,115,PG
30,Adaptation.,2002,"Comedy, Drama",7.7,83.0,175299,115,R
129,Breakfast at Tiffany's,1961,"Comedy, Drama, Romance",7.6,76.0,163777,115,Approved
808,The Incredibles,2004,"Animation, Action, Adventure",8.0,90.0,645415,115,PG
523,Miller's Crossing,1990,"Crime, Drama, Thriller",7.7,66.0,124165,115,R
179,Cowboy Bebop: The Movie,2001,"Animation, Action, Crime",7.9,61.0,42185,115,12A
910,"Three Billboards Outside Ebbing, Missouri",2017,"Comedy, Crime, Drama",8.2,88.0,415550,115,R
382,Interstate 60: Episodes of the Road,2002,"Adventure, Comedy, Drama",7.7,,29493,116,R
81,Back to the Future,1985,"Adventure, Comedy, Sci-Fi",8.5,87.0,1033747,116,PG
88,Barton Fink,1991,"Comedy, Drama, Thriller",7.7,69.0,111386,116,R
455,Life Is Beautiful,1997,"Comedy, Drama, Romance",8.6,59.0,609279,116,PG-13
779,The Fighter,2010,"Biography, Drama, Sport",7.8,79.0,335336,116,R
66,Arrival,2016,"Drama, Mystery, Sci-Fi",7.9,81.0,579529,116,PG-13
978,Witness for the Prosecution,1957,"Crime, Drama, Mystery",8.4,,105660,116,Approved
316,Gran Torino,2008,Drama,8.1,72.0,709855,116,R
290,Full Metal Jacket,1987,"Drama, War",8.3,76.0,661694,116,R
400,Joyeux Noel,2005,"Drama, History, Music",7.7,70.0,27198,116,PG-13
572,Ocean's Eleven,2001,"Crime, Thriller",7.7,74.0,506408,116,PG-13
256,A Man Called Ove,2015,"Comedy, Drama, Romance",7.7,70.0,45471,116,PG-13
474,Diabolique,1955,"Crime, Drama, Horror",8.0,,60541,117,Not Rated
703,Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",8.4,87.0,341939,117,PG
562,Nightcrawler,2014,"Crime, Drama, Thriller",7.9,76.0,452641,117,R
775,The Fall,2006,"Adventure, Drama, Fantasy",7.9,64.0,106153,117,R
111,Blade Runner,1982,"Action, Sci-Fi, Thriller",8.1,84.0,681446,117,R
865,The Pursuit of Happyness,2006,"Biography, Drama",8.0,64.0,439413,117,PG-13
418,Kick-Ass,2010,"Action, Comedy, Crime",7.6,66.0,519048,117,R
184,Dallas Buyers Club,2013,"Biography, Drama",8.0,80.0,432186,117,R
414,Nausicaä of the Valley of the Wind,1984,"Animation, Adventure, Fantasy",8.1,86.0,146295,117,PG
744,The Big Lebowski,1998,"Comedy, Crime, Sport",8.1,71.0,717962,117,R
642,Road to Perdition,2002,"Crime, Drama, Thriller",7.7,72.0,243118,117,R
9,300,2006,"Action, Drama",7.6,52.0,724308,117,R
39,Alien,1979,"Horror, Sci-Fi",8.4,89.0,772863,117,R
588,Wolf Children,2012,"Animation, Drama, Family",8.1,71.0,37529,117,PG
485,Lion,2016,"Biography, Drama",8.0,69.0,208111,118,PG-13
819,The King's Speech,2010,"Biography, Drama, History",8.0,88.0,630288,118,R
288,From Here to Eternity,1953,"Drama, Romance, War",7.6,85.0,42575,118,Passed
272,Fear and Loathing in Las Vegas,1998,"Adventure, Comedy, Drama",7.6,41.0,256040,118,R
360,In a Better World,2010,"Drama, Romance",7.6,65.0,38107,118,R
577,Only Yesterday,1991,"Animation, Drama, Romance",7.6,90.0,25803,118,PG
375,Incredibles 2,2018,"Animation, Action, Adventure",7.6,80.0,241444,118,PG
377,Indiana Jones and the Temple of Doom,1984,"Action, Adventure",7.6,57.0,440200,118,PG
648,Room,2015,"Drama, Thriller",8.1,86.0,360603,118,R
647,Roman Holiday,1953,"Comedy, Romance",8.0,78.0,125224,118,Not Rated
240,Rififi,1955,"Crime, Drama, Thriller",8.2,97.0,27060,118,Not Rated
968,What's Eating Gilbert Grape,1993,Drama,7.8,73.0,211136,118,PG-13
149,Captain Fantastic,2016,"Comedy, Drama",7.9,72.0,183557,118,R
67,Arsenic and Old Lace,1944,"Comedy, Crime, Thriller",8.0,,64335,118,Not Rated
245,East of Eden,1955,Drama,7.9,72.0,39581,118,PG
252,Pan's Labyrinth,2006,"Drama, Fantasy, War",8.2,98.0,609294,118,R
824,The Last Picture Show,1971,"Drama, Romance",8.0,93.0,41479,118,R
879,The Silence of the Lambs,1991,"Crime, Drama, Thriller",8.6,85.0,1241507,118,R
751,The Bourne Identity,2002,"Action, Mystery, Thriller",7.9,68.0,500713,119,PG-13
747,The Birds,1963,"Drama, Horror, Mystery",7.7,90.0,168220,119,PG-13
934,True Romance,1993,"Crime, Drama, Romance",7.9,59.0,203444,119,R
107,Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy, Drama",7.7,87.0,569184,119,R
189,Darbareye Elly,2009,"Drama, Mystery, Thriller",8.0,87.0,44072,119,TV-PG
873,The Searchers,1956,"Adventure, Drama, Western",7.9,94.0,78857,119,Passed
50,American History X,1998,Drama,8.5,62.0,1018275,119,R
669,Serenity,2005,"Action, Adventure, Sci-Fi",7.8,74.0,280498,119,PG-13
188,Dangerous Liaisons,1988,"Drama, Romance",7.6,74.0,63584,119,R
204,Deadpool 2,2018,"Action, Adventure, Comedy",7.7,66.0,464295,119,R
616,Pride,2014,"Biography, Comedy, Drama",7.8,79.0,50851,119,R
27,Open Your Eyes,1997,"Drama, Mystery, Sci-Fi",7.7,,63153,119,R
36,The Man from Nowhere,2010,"Action, Crime, Drama",7.8,,61330,119,R
896,The Untouchables,1987,"Crime, Drama, Thriller",7.9,79.0,274175,119,R
170,Citizen Kane,1941,"Drama, Mystery",8.3,100.0,391425,119,PG
342,Howl's Moving Castle,2004,"Animation, Adventure, Family",8.2,80.0,322318,119,PG
3,1917,2019,"Drama, War",8.3,78.0,374104,119,R
547,My Cousin Vinny,1992,"Comedy, Crime",7.6,68.0,104716,120,R
193,The Experiment,2001,"Drama, Thriller",7.7,60.0,90117,120,R
451,The Skin I Live In,2011,"Drama, Horror, Thriller",7.6,70.0,135828,120,R
707,Stalag 17,1953,"Comedy, Drama, War",8.0,84.0,50472,120,Not Rated
502,Mad Max: Fury Road,2015,"Action, Adventure, Sci-Fi",8.1,90.0,861431,120,R
410,Kai Po Che,2013,"Drama, Sport",7.7,40.0,31056,120,Not Rated
576,Oldboy,2003,"Action, Drama, Mystery",8.4,77.0,503978,120,R
65,Argo,2012,"Biography, Drama, Thriller",7.7,86.0,564858,120,R
250,After the Wedding,2006,Drama,7.7,78.0,31481,120,R
693,Slumdog Millionaire,2008,"Drama, Romance",8.0,84.0,788503,120,R
644,Rocky,1976,"Drama, Sport",8.1,70.0,508479,120,PG
987,Hero,2002,"Action, Adventure, History",7.9,85.0,172492,120,PG-13
118,Blue Velvet,1986,"Drama, Mystery, Thriller",7.7,76.0,177477,120,R
228,Do the Right Thing,1989,"Comedy, Drama",8.0,93.0,86916,120,R
979,"Crouching Tiger, Hidden Dragon",2000,"Action, Adventure, Fantasy",7.8,94.0,250262,120,PG-13
21,A Man for All Seasons,1966,"Biography, Drama, History",7.7,72.0,30673,120,G
881,The Social Network,2010,"Biography, Drama",7.7,95.0,611999,120,PG-13
613,Platoon,1986,"Drama, War",8.1,92.0,374879,120,R
75,Awakenings,1990,"Biography, Drama",7.8,74.0,121626,121,PG-13
320,Guardians of the Galaxy,2014,"Action, Adventure, Comedy",8.0,76.0,1027378,121,PG-13
713,Star Wars: Episode IV - A New Hope,1977,"Action, Adventure, Fantasy",8.6,90.0,1209061,121,PG
698,Some Like It Hot,1959,"Comedy, Music, Romance",8.2,98.0,239369,121,Passed
120,Sympathy for Mr. Vengeance,2002,"Crime, Drama, Thriller",7.6,56.0,61405,121,R
353,Hot Fuzz,2007,"Action, Comedy, Mystery",7.8,81.0,456112,121,R
313,Good Bye Lenin!,2003,"Comedy, Drama, Romance",7.7,68.0,136131,121,R
15,A Bronx Tale,1993,"Crime, Drama, Romance",7.8,80.0,125673,121,R
355,Hotel Rwanda,2004,"Biography, Drama, History",8.1,79.0,330318,121,PG-13
684,Sicario,2015,"Action, Crime, Drama",7.6,82.0,363014,121,R
559,Network,1976,Drama,8.1,83.0,142601,121,R
200,Dead Man,1995,"Adventure, Drama, Fantasy",7.6,62.0,88997,121,R
508,Shoplifters,2018,"Crime, Drama",8.0,93.0,57810,121,R
957,Volver,2006,"Comedy, Drama",7.6,84.0,93474,121,R
297,Head-On,2004,"Drama, Romance",7.9,78.0,50483,121,R
521,Midnight Express,1978,"Biography, Crime, Drama",7.6,59.0,72435,121,R
441,The Battle of Algiers,1966,"Drama, War",8.1,96.0,51593,121,Not Rated
774,The Exorcist,1973,Horror,8.0,81.0,355694,122,R
926,Training Day,2001,"Crime, Drama, Thriller",7.7,69.0,383119,122,R
48,American Beauty,1999,Drama,8.3,84.0,1053139,122,R
54,Anand,1971,"Drama, Musical",8.5,,28742,122,Not Rated
409,Kahaani,2012,"Mystery, Thriller",8.1,,56733,122,Not Rated
10,3:10 to Yuma,2007,"Action, Crime, Drama",7.7,76.0,285099,122,R
108,Black,2005,Drama,8.2,,32984,122,Not Rated
614,Portrait of a Lady on Fire,2019,"Drama, Romance",8.1,95.0,52781,122,R
563,No Country for Old Men,2007,"Crime, Drama, Thriller",8.1,91.0,836681,122,R
685,Silver Linings Playbook,2012,"Comedy, Drama, Romance",7.7,81.0,652890,122,R
45,Almost Famous,2000,"Adventure, Comedy, Drama",7.9,90.0,248720,122,R
465,Amélie,2001,"Comedy, Romance",8.3,69.0,693076,122,R
71,The Edge of Heaven,2007,Drama,7.8,85.0,30431,122,Not Rated
636,Wild Tales,2014,"Comedy, Drama, Thriller",8.1,77.0,171895,122,R
176,Control,2007,"Biography, Drama, Music",7.7,78.0,60839,122,R
307,Glory,1989,"Biography, Drama, History",7.8,78.0,119902,122,R
289,Frost/Nixon,2008,"Biography, Drama, History",7.7,80.0,101743,122,R
491,Lord of War,2005,"Action, Crime, Drama",7.6,62.0,290735,122,R
399,Joker,2019,"Crime, Drama, Thriller",8.5,59.0,876053,122,R
24,A Streetcar Named Desire,1951,Drama,8.0,97.0,97600,122,PG
889,The Theory of Everything,2014,"Biography, Drama, Romance",7.7,72.0,394094,123,PG-13
397,A Separation,2011,"Drama, Thriller",8.3,95.0,215326,123,PG-13
47,Amarcord,1973,"Comedy, Drama",7.9,,39069,123,R
69,Atonement,2007,"Drama, Mystery, Romance",7.8,85.0,245620,123,R
43,All That Jazz,1979,"Drama, Music, Musical",7.9,72.0,27487,123,R
652,Rush,2013,"Action, Biography, Drama",8.1,74.0,424951,123,R
842,The Man Who Shot Liberty Valance,1962,"Drama, Western",8.1,94.0,67540,123,Not Rated
671,Seven Pounds,2008,Drama,7.6,36.0,283085,123,PG-13
26,About Time,2013,"Comedy, Drama, Fantasy",7.8,55.0,291473,123,R
854,The Notebook,2004,"Drama, Romance",7.8,53.0,510628,123,PG-13
823,The Last King of Scotland,2006,"Biography, Drama, History",7.7,74.0,173280,123,R
773,The Elephant Man,1980,"Biography, Drama",8.1,78.0,215801,124,PG
116,Blow,2001,"Biography, Crime, Drama",7.6,52.0,237434,124,R
686,Sin City,2005,"Crime, Thriller",8.0,74.0,734269,124,R
5,21 Grams,2003,"Crime, Drama, Thriller",7.7,70.0,221934,124,R
37,Akira,1988,"Animation, Action, Drama",8.0,,160676,124,R
725,"Synecdoche, New York",2008,Drama,7.6,67.0,80920,124,R
589,Ordinary People,1980,Drama,7.7,86.0,45997,124,R
83,Badhaai Ho,2018,"Comedy, Drama, Family",8.0,,26697,124,Not Rated
284,The Salesman,2016,"Drama, Thriller",7.8,85.0,49221,124,PG-13
516,Match Point,2005,"Drama, Romance, Thriller",7.6,72.0,203583,124,R
714,Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",8.7,82.0,1137249,124,PG
395,Jaws,1975,"Adventure, Thriller",8.0,87.0,537361,124,PG
143,Cabaret,1972,"Drama, Musical",7.8,80.0,47494,124,PG
269,Fantasia,1940,"Animation, Family, Fantasy",7.7,96.0,87155,125,G
166,The Chaser,2008,"Action, Crime, Thriller",7.8,64.0,56723,125,Not Rated
664,Spirited Away,2001,"Animation, Adventure, Family",8.6,96.0,631718,125,PG
243,Raise the Red Lantern,1991,"Drama, History, Romance",8.1,,28952,125,PG
734,Castle in the Sky,1986,"Animation, Adventure, Drama",8.0,78.0,146339,125,PG
606,Philadelphia,1993,Drama,7.7,66.0,220512,125,PG-13
571,OMG: Oh My God!,2012,"Comedy, Drama, Fantasy",8.1,,50192,125,Not Rated
76,Ayla: The Daughter of War,2017,"Biography, Drama, History",8.4,,32599,125,15
102,Big Fish,2003,"Adventure, Drama, Fantasy",8.0,58.0,409862,125,PG-13
740,The Apartment,1960,"Comedy, Drama, Romance",8.3,94.0,160301,125,Approved
230,Dog Day Afternoon,1975,"Biography, Crime, Drama",8.0,86.0,231777,125,R
795,The Great Dictator,1940,"Comedy, Drama, War",8.4,,198681,125,Passed
387,Iron Man,2008,"Action, Adventure, Sci-Fi",7.9,79.0,924278,126,PG-13
952,Vicky Donor,2012,"Comedy, Romance",7.8,,39033,126,Not Rated
415,The Wind Rises,2013,"Animation, Biography, Drama",7.8,83.0,70893,126,PG-13
411,The Hidden Fortress,1958,"Adventure, Drama",8.1,,33630,126,Not Rated
894,The Treasure of the Sierra Madre,1948,"Adventure, Drama, Western",8.2,98.0,112184,126,Passed
314,Good Will Hunting,1997,"Drama, Romance",8.3,70.0,842238,126,R
346,Her,2013,"Drama, Romance, Sci-Fi",8.0,90.0,527239,126,R
777,The Fault in Our Stars,2014,"Drama, Romance",7.7,69.0,338520,126,PG-13
512,The Sea Inside,2004,"Biography, Drama",8.0,74.0,76565,126,PG-13
778,The Fifth Element,1997,"Action, Adventure, Sci-Fi",7.7,52.0,427391,126,PG-13
205,Death Note,2006,"Crime, Drama, Fantasy",7.7,,28277,126,Not Rated
845,The Manchurian Candidate,1962,"Drama, Thriller",7.9,94.0,70370,126,PG-13
466,The Tenant,1976,"Drama, Thriller",7.7,,38788,126,R
146,Capernaum,2018,Drama,8.4,75.0,55580,126,R
216,The Motorcycle Diaries,2004,"Adventure, Biography, Drama",7.8,75.0,95650,126,R
292,G.O.R.A.,2004,"Adventure, Comedy, Sci-Fi",8.0,,55445,127,15
142,C.R.A.Z.Y.,2005,"Comedy, Drama",7.9,81.0,31206,127,Not Rated
376,Indiana Jones and the Last Crusade,1989,"Action, Adventure",8.2,65.0,679850,127,PG-13
183,"Black Cat, White Cat",1998,"Comedy, Crime, Romance",8.1,73.0,50029,127,R
232,Donnie Brasco,1997,"Biography, Crime, Drama",7.7,76.0,273597,127,R
482,Life of Pi,2012,"Adventure, Drama, Fantasy",7.9,79.0,572262,127,PG
558,Loveless,2017,Drama,7.6,86.0,28691,127,R
53,Amour,2012,"Drama, Romance",7.9,94.0,91547,127,PG-13
661,Se7en,1995,"Crime, Drama, Mystery",8.6,65.0,1410633,127,R
196,Dawn of the Dead,1978,"Action, Adventure, Horror",7.9,71.0,109660,127,Unrated
177,Cool Hand Luke,1967,"Crime, Drama",8.1,92.0,159099,127,GP
348,Hidden Figures,2016,"Biography, Drama, History",7.8,74.0,194764,127,PG
710,Star Trek,2009,"Action, Adventure, Sci-Fi",7.9,82.0,572764,127,PG-13
717,Stardust,2007,"Adventure, Family, Fantasy",7.6,66.0,251213,127,PG-13
404,Jurassic Park,1993,"Action, Adventure, Sci-Fi",8.1,68.0,850545,127,PG-13
247,Ed Wood,1994,"Biography, Comedy, Drama",7.8,70.0,163323,127,R
904,The World's Fastest Indian,2005,"Biography, Drama, Sport",7.8,68.0,51397,127,PG-13
439,La La Land,2016,"Comedy, Drama, Music",8.0,94.0,491232,128,PG-13
379,Inherit the Wind,1960,"Biography, Drama, History",8.1,75.0,26815,128,Passed
840,The Magnificent Seven,1960,"Action, Adventure, Western",7.7,74.0,86338,128,Approved
674,Sherlock Holmes,2009,"Action, Adventure, Mystery",7.6,57.0,575908,128,PG-13
530,Mississippi Burning,1988,"Crime, Drama, History",7.8,65.0,86381,128,R
557,The Breath,2009,"Action, Drama, Thriller",8.0,,31322,128,15
218,Die Hard with a Vengeance,1995,"Action, Adventure, Thriller",7.6,58.0,358430,128,R
262,The Bandit,1996,"Crime, Drama, Thriller",8.2,,62416,128,15
951,Vertigo,1958,"Mystery, Romance, Thriller",8.3,100.0,355517,128,PG
459,Hard Boiled,1992,"Action, Crime, Thriller",7.8,,46090,128,R
202,Dead Poets Society,1989,"Comedy, Drama",8.1,79.0,413761,128,PG
208,Wings of Desire,1987,"Drama, Fantasy, Romance",8.0,79.0,63311,128,PG-13
253,The Secret in Their Eyes,2009,"Drama, Mystery, Romance",8.2,80.0,189044,129,R
884,The Sting,1973,"Comedy, Crime, Drama",8.3,83.0,237467,129,PG
936,12 Monkeys,1995,"Mystery, Sci-Fi, Thriller",8.0,74.0,570435,129,R
866,The Quiet Man,1952,"Comedy, Drama, Romance",7.7,,33975,129,Passed
783,The Game,1997,"Action, Drama, Mystery",7.8,61.0,338356,129,R
542,Mr. Smith Goes to Washington,1939,"Comedy, Drama",8.1,73.0,105038,129,Passed
424,Kingsman: The Secret Service,2014,"Action, Adventure, Comedy",7.7,60.0,581806,129,R
503,Mother,2009,"Crime, Drama, Thriller",7.8,79.0,49724,129,R
561,Night on Earth,1991,"Comedy, Drama",7.8,68.0,54266,129,R
705,Spotlight,2015,"Biography, Crime, Drama",8.1,93.0,409414,129,R
617,Pride & Prejudice,2005,"Drama, Romance",7.8,82.0,250585,129,PG
618,Primal Fear,1996,"Crime, Drama, Mystery",7.7,47.0,183628,129,R
898,The Verdict,1982,Drama,7.7,77.0,35285,129,R
843,The Man Who Would Be King,1975,"Adventure, History, War",7.8,91.0,43298,129,PG
624,Raging Bull,1980,"Biography, Drama, Sport",8.2,89.0,315550,129,R
794,The Grapes of Wrath,1940,"Drama, History",8.0,96.0,84822,129,Passed
748,The Blind Side,2009,"Biography, Drama, Sport",7.6,53.0,287291,129,PG-13
914,To Kill a Mockingbird,1962,"Crime, Drama",8.2,88.0,289970,129,Approved
380,Inside Man,2006,"Crime, Drama, Mystery",7.6,76.0,332828,129,R
209,The Name of the Rose,1986,"Crime, Drama, Mystery",7.7,54.0,99714,130,R
918,Tombstone,1993,"Action, Biography, Drama",7.8,50.0,123781,130,R
670,Serpico,1973,"Biography, Crime, Drama",7.7,87.0,107340,130,R
427,Knives Out,2019,"Comedy, Crime, Drama",7.9,82.0,397002,130,PG-13
909,Thor: Ragnarok,2017,"Action, Adventure, Comedy",7.9,74.0,569159,130,PG-13
287,Fried Green Tomatoes,1991,Drama,7.7,64.0,65783,130,PG-13
469,The Past,2013,"Drama, Mystery",7.8,85.0,44286,130,PG-13
575,Departures,2008,"Drama, Music",8.1,68.0,47846,130,PG-13
429,A Silent Voice: The Movie,2016,"Animation, Drama, Family",8.1,78.0,42185,130,Not Rated
34,Airlift,2016,"Drama, History",8.0,,52117,130,Not Rated
