,Movie,Year,Genre,Rating,metaScore,Votes,Length,Age Certificate
872,The Sandlot,1993,"Comedy, Drama, Family",7.8,55.0,77640,101,PG
884,The Sting,1973,"Comedy, Crime, Drama",8.3,83.0,237467,129,PG
895,The Truman Show,1998,"Comedy, Drama, Sci-Fi",8.1,90.0,916370,103,PG
103,Big Hero 6,2014,"Animation, Action, Adventure",7.8,74.0,402800,102,PG
996,Zootopia,2016,"Animation, Adventure, Comedy",8.0,78.0,423633,108,PG
991,Zelig,1983,Comedy,7.7,,39339,79,PG
989,Young Frankenstein,1974,Comedy,8.0,80.0,141065,106,PG
16,A Christmas Story,1983,"Comedy, Family",7.9,77.0,127886,94,PG
981,Wreck-It Ralph,2012,"Animation, Adventure, Comedy",7.7,72.0,373138,101,PG
980,Wonder,2017,"Drama, Family",8.0,66.0,135746,113,PG
24,A Streetcar Named Desire,1951,Drama,8.0,97.0,97600,122,PG
973,Who Framed Roger Rabbit,1988,"Animation, Adventure, Comedy",7.7,83.0,179245,104,PG
35,Airplane!,1980,Comedy,7.7,78.0,209982,88,PG
965,Watership Down,1978,"Animation, Adventure, Drama",7.6,64.0,33164,91,PG
44,All the President's Men,1976,"Biography, Drama, History",8.0,84.0,100417,138,PG
951,Vertigo,1958,"Mystery, Romance, Thriller",8.3,100.0,355517,128,PG
946,Up,2009,"Animation, Adventure, Comedy",8.2,88.0,916011,96,PG
773,The Elephant Man,1980,"Biography, Drama",8.1,78.0,215801,124,PG
56,And Now for Something Completely Different,1971,Comedy,7.6,,28479,88,PG
61,Annie Hall,1977,"Comedy, Romance",8.0,92.0,248999,93,PG
64,Apollo 13,1995,"Adventure, Drama, History",7.6,77.0,263179,140,PG
70,Au Revoir les Enfants,1987,"Drama, War",8.0,88.0,30620,104,PG
77,My Father and My Son,2005,"Drama, Family",8.3,,76703,112,PG
80,Children of Heaven,1997,"Drama, Family, Sport",8.3,77.0,63072,89,PG
81,Back to the Future,1985,"Adventure, Comedy, Sci-Fi",8.5,87.0,1033754,116,PG
82,Back to the Future Part II,1989,"Adventure, Comedy, Sci-Fi",7.8,57.0,470881,108,PG
84,Badlands,1973,"Action, Crime, Drama",7.8,93.0,64387,94,PG
87,Barry Lyndon,1975,"Adventure, Drama, History",8.1,89.0,146294,185,PG
916,Togo,2019,"Adventure, Biography, Drama",8.0,69.0,32117,113,PG
90,Batman: Mask of the Phantasm,1993,"Animation, Action, Crime",7.8,,42819,76,PG
98,Being There,1979,"Comedy, Drama",8.0,83.0,64501,130,PG
902,The Wizard of Oz,1939,"Adventure, Family, Fantasy",8.0,100.0,367192,102,PG
57,Andaz Apna Apna,1994,"Comedy, Romance",8.2,,48547,160,PG
211,Despicable Me,2010,"Animation, Comedy, Family",7.6,72.0,493002,95,PG
495,Love and Death,1975,"Comedy, War",7.7,89.0,35405,85,PG
730,Tangled,2010,"Animation, Adventure, Comedy",7.7,71.0,397912,100,PG
713,Star Wars: Episode IV - A New Hope,1977,"Action, Adventure, Fantasy",8.6,90.0,1209061,121,PG
243,Raise the Red Lantern,1991,"Drama, History, Romance",8.1,,28952,125,PG
281,Flipped,2010,"Comedy, Drama, Romance",7.7,45.0,80176,90,PG
280,Fitzcarraldo,1982,"Adventure, Drama",8.1,,30754,158,PG
245,East of Eden,1955,Drama,7.9,72.0,39581,118,PG
714,Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",8.7,82.0,1137249,124,PG
278,Finding Neverland,2004,"Biography, Drama, Family",7.7,67.0,196704,106,PG
739,The African Queen,1951,"Adventure, Drama, Romance",7.7,91.0,70464,105,PG
715,Star Wars: Episode VI - Return of the Jedi,1983,"Action, Adventure, Fantasy",8.3,58.0,932177,131,PG
738,The Adventures of Robin Hood,1938,"Action, Adventure, Romance",7.9,97.0,46537,102,PG
255,Empire of the Sun,1987,"Action, Drama, History",7.7,62.0,113688,153,PG
734,Castle in the Sky,1986,"Animation, Adventure, Drama",8.0,78.0,146339,125,PG
719,Strangers on a Train,1951,"Crime, Film-Noir, Thriller",7.9,88.0,121570,101,PG
261,Escape from Alcatraz,1979,"Action, Biography, Crime",7.6,76.0,118269,112,PG
270,Fantastic Mr. Fox,2009,"Animation, Adventure, Comedy",7.9,83.0,194121,87,PG
215,Dial M for Murder,1954,"Crime, Thriller",8.2,75.0,154483,105,PG
726,Like Stars on Earth,2007,"Drama, Family",8.4,,163287,165,PG
711,Star Trek II: The Wrath of Khan,1982,"Action, Adventure, Sci-Fi",7.7,67.0,111168,113,PG
236,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Comedy,8.4,97.0,443121,95,PG
266,In the Mood for Love,2000,"Drama, Romance",8.1,85.0,120208,98,PG
768,The Day of the Jackal,1973,"Crime, Drama, Thriller",7.8,80.0,36743,143,PG
299,Ghostbusters,1984,"Action, Comedy, Fantasy",7.8,71.0,348663,105,PG
699,Song of the Sea,2014,"Animation, Adventure, Drama",8.1,85.0,49559,93,PG
697,Solaris,1972,"Drama, Mystery, Sci-Fi",8.1,90.0,78839,167,PG
703,Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",8.4,87.0,341939,117,PG
762,The Conversation,1974,"Drama, Mystery, Thriller",7.8,85.0,96161,113,PG
294,Gandhi,1982,"Biography, Drama, History",8.0,79.0,215682,191,PG
756,The Bridge on the River Kwai,1957,"Adventure, Drama, War",8.1,87.0,199827,161,PG
674,Sherlock Holmes,2009,"Action, Adventure, Mystery",7.6,57.0,575916,128,PG-13
662,Searching,2018,"Drama, Mystery, Thriller",7.6,71.0,134854,102,PG-13
982,X-Men: Days of Future Past,2014,"Action, Adventure, Sci-Fi",7.9,75.0,652158,132,PG-13
716,Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure, Sci-Fi",7.9,80.0,847681,138,PG-13
651,Lupin the 3rd: Castle of Cagliostro,1979,"Animation, Adventure, Family",7.7,71.0,26127,102,PG-13
717,Stardust,2007,"Adventure, Family, Fantasy",7.6,66.0,251213,127,PG-13
546,Mustang,2015,Drama,7.6,83.0,34865,97,PG-13
983,X-Men: First Class,2011,"Action, Adventure, Sci-Fi",7.7,65.0,638619,131,PG-13
987,Hero,2002,"Action, Adventure, History",7.9,85.0,172492,120,PG-13
687,Sing Street,2016,"Comedy, Drama, Music",7.9,79.0,83290,106,PG-13
506,Malcolm X,1992,"Biography, Drama, History",7.7,73.0,83901,202,PG-13
911,Titanic,1997,"Drama, Romance",7.8,75.0,1027208,194,PG-13
550,My Name Is Khan,2010,Drama,8.0,50.0,97011,165,PG-13
909,Thor: Ragnarok,2017,"Action, Adventure, Comedy",7.9,74.0,569159,130,PG-13
512,The Sea Inside,2004,"Biography, Drama",8.0,74.0,76565,126,PG-13
539,Moonrise Kingdom,2012,"Comedy, Drama, Romance",7.8,84.0,312953,94,PG-13
517,Me and Earl and the Dying Girl,2015,"Comedy, Drama",7.7,74.0,121124,105,PG-13
701,Spartacus,1960,"Adventure, Biography, Drama",7.9,87.0,122460,197,PG-13
968,What's Eating Gilbert Grape,1993,Drama,7.8,73.0,211136,118,PG-13
710,Star Trek,2009,"Action, Adventure, Sci-Fi",7.9,82.0,572764,127,PG-13
963,Warrior,2011,"Action, Drama, Sport",8.2,71.0,429362,140,PG-13
526,Minority Report,2002,"Action, Crime, Mystery",7.6,80.0,500682,145,PG-13
962,Walk the Line,2005,"Biography, Drama, Music",7.8,72.0,230393,136,PG-13
529,Mission: Impossible - Fallout,2018,"Action, Adventure, Thriller",7.7,86.0,283220,147,PG-13
671,Seven Pounds,2008,Drama,7.6,36.0,283085,123,PG-13
669,Serenity,2005,"Action, Adventure, Sci-Fi",7.8,74.0,280498,119,PG-13
524,Million Dollar Baby,2004,"Drama, Sport",8.1,86.0,626005,132,PG-13
555,National Lampoon's Christmas Vacation,1989,Comedy,7.6,49.0,148667,97,PG-13
522,Midnight in Paris,2011,"Comedy, Fantasy, Romance",7.7,81.0,381806,94,PG-13
534,Moneyball,2011,"Biography, Drama, Sport",7.6,87.0,356921,133,PG-13
678,Shine,1996,"Biography, Drama, Music",7.7,87.0,50696,105,PG-13
979,"Crouching Tiger, Hidden Dragon",2000,"Action, Adventure, Fantasy",7.8,94.0,250262,120,PG-13
535,Princess Mononoke,1997,"Animation, Adventure, Fantasy",8.4,76.0,333633,134,PG-13
937,Tokyo Godfathers,2003,"Animation, Adventure, Comedy",7.8,73.0,30125,92,PG-13
933,True Grit,2010,"Drama, Western",7.6,80.0,306405,110,PG-13
920,Touch of Evil,1958,"Crime, Drama, Film-Noir",8.0,99.0,97186,95,PG-13
712,Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",7.7,72.0,459363,132,PG-13
607,Philomena,2013,"Biography, Comedy, Drama",7.6,77.0,93051,98,PG-13
645,Rogue One: A Star Wars Story,2016,"Action, Adventure, Sci-Fi",7.8,65.0,541341,133,PG-13
751,The Bourne Identity,2002,"Action, Mystery, Thriller",7.9,68.0,500713,119,PG-13
752,The Bourne Supremacy,2004,"Action, Mystery, Thriller",7.7,73.0,428543,108,PG-13
753,The Bourne Ultimatum,2007,"Action, Mystery, Thriller",8.0,85.0,598816,115,PG-13
587,Only the Brave,2017,"Action, Biography, Drama",7.6,72.0,55541,134,PG-13
822,The Last Emperor,1987,"Biography, Drama, History",7.7,76.0,92363,163,PG-13
754,The Boy in the Striped Pajamas,2008,"Drama, War",7.8,55.0,186795,94,PG-13
757,The Bridges of Madison County,1995,"Drama, Romance",7.6,66.0,71587,135,PG-13
807,The Imitation Game,2014,"Biography, Drama, Thriller",8.0,73.0,671279,114,PG-13
806,The Illusionist,2006,"Drama, Fantasy, History",7.6,68.0,351453,110,PG-13
761,The Color Purple,1985,Drama,7.8,78.0,76876,154,PG-13
802,The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy",7.8,66.0,592588,161,PG-13
801,The Hobbit: An Unexpected Journey,2012,"Adventure, Fantasy",7.8,58.0,747872,169,PG-13
800,The Help,2011,Drama,8.0,62.0,421249,146,PG-13
763,The Count of Monte Cristo,2002,"Action, Adventure, Drama",7.8,61.0,127336,131,PG-13
765,The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",7.8,70.0,578166,166,PG-13
766,The Dark Knight,2008,"Action, Crime, Drama",9.0,84.0,2256118,152,PG-13
782,The Fugitive,1993,"Action, Crime, Drama",7.8,87.0,263161,130,PG-13
778,The Fifth Element,1997,"Action, Adventure, Sci-Fi",7.7,52.0,427391,126,PG-13
777,The Fault in Our Stars,2014,"Drama, Romance",7.7,69.0,338520,126,PG-13
604,Persepolis,2007,"Animation, Biography, Drama",8.0,90.0,87355,96,PG-13
767,The Dark Knight Rises,2012,"Action, Adventure",8.4,78.0,1488540,164,PG-13
606,Philadelphia,1993,Drama,7.7,66.0,220512,125,PG-13
610,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",8.0,63.0,1003821,143,PG-13
631,Ray,2004,"Biography, Drama, Music",7.7,73.0,136533,152,PG-13
748,The Blind Side,2009,"Biography, Drama, Sport",7.6,53.0,287291,129,PG-13
833,The Lord of the Rings: The Fellowship of the Ring,2001,"Action, Adventure, Drama",8.8,92.0,1627158,178,PG-13
575,Departures,2008,"Drama, Music",8.1,68.0,47846,130,PG-13
899,The Visitor,2007,Drama,7.6,79.0,41262,104,PG-13
728,Taken,2008,"Action, Thriller",7.8,51.0,559339,90,PG-13
889,The Theory of Everything,2014,"Biography, Drama, Romance",7.7,72.0,394094,123,PG-13
881,The Social Network,2010,"Biography, Drama",7.7,95.0,611999,120,PG-13
880,The Sixth Sense,1999,"Drama, Mystery, Thriller",8.1,64.0,897942,107,PG-13
732,Tenet,2020,"Action, Sci-Fi",7.8,69.0,126931,150,PG-13
865,The Pursuit of Happyness,2006,"Biography, Drama",8.0,64.0,439413,117,PG-13
862,The Prestige,2006,"Drama, Mystery, Sci-Fi",8.5,66.0,1162918,130,PG-13
570,"O Brother, Where Art Thou?",2000,"Adventure, Comedy, Crime",7.7,69.0,280638,107,PG-13
859,The Perks of Being a Wallflower,2012,"Drama, Romance",8.0,67.0,453764,103,PG-13
858,The Peanut Butter Falcon,2019,"Comedy, Drama",7.6,70.0,56261,97,PG-13
904,The World's Fastest Indian,2005,"Biography, Drama, Sport",7.8,68.0,51398,127,PG-13
572,Ocean's Eleven,2001,"Crime, Thriller",7.7,74.0,506408,116,PG-13
741,The Artist,2011,"Comedy, Drama, Romance",7.9,89.0,227974,100,PG-13
854,The Notebook,2004,"Drama, Romance",7.8,53.0,510636,123,PG-13
634,Rebel Without a Cause,1955,Drama,7.7,89.0,81958,111,PG-13
742,The Avengers,2012,"Action, Adventure, Sci-Fi",8.0,69.0,1245023,143,PG-13
851,The Naked Gun: From the Files of Police Squad!,1988,"Comedy, Crime",7.6,76.0,149500,85,PG-13
846,The Martian,2015,"Adventure, Drama, Sci-Fi",8.0,80.0,744544,144,PG-13
845,The Manchurian Candidate,1962,"Drama, Thriller",7.9,94.0,70370,126,PG-13
496,Loving Vincent,2017,"Animation, Biography, Crime",7.8,62.0,48923,94,PG-13
747,The Birds,1963,"Drama, Horror, Mystery",7.7,90.0,168220,119,PG-13
835,The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",8.7,87.0,1456384,179,PG-13
834,The Lord of the Rings: The Return of the King,2003,"Action, Adventure, Drama",8.9,94.0,1611467,201,PG-13
856,The Others,2001,"Horror, Mystery, Thriller",7.6,74.0,331688,104,PG-13
689,Skyfall,2012,"Action, Adventure, Thriller",7.7,81.0,622307,143,PG-13
0,500 Days of Summer,2009,"Comedy, Drama, Romance",7.7,76.0,465974,95,PG-13
383,Interstellar,2014,"Adventure, Drama, Sci-Fi",8.6,74.0,1464036,169,PG-13
186,Dances with Wolves,1990,"Adventure, Drama, Western",8.0,72.0,236023,181,PG-13
284,The Salesman,2016,"Drama, Thriller",7.8,85.0,49221,124,PG-13
439,La La Land,2016,"Comedy, Drama, Music",8.0,94.0,491232,128,PG-13
440,La Vie En Rose,2007,"Biography, Drama, Music",7.6,66.0,81632,140,PG-13
72,Avatar,2009,"Action, Adventure, Fantasy",7.8,83.0,1104468,162,PG-13
73,Avengers: Endgame,2019,"Action, Adventure, Drama",8.4,78.0,768207,181,PG-13
256,A Man Called Ove,2015,"Comedy, Drama, Romance",7.7,70.0,45471,116,PG-13
141,Once Upon a Time in the West,1968,Western,8.5,80.0,297104,165,PG-13
74,Avengers: Infinity War,2018,"Action, Adventure, Sci-Fi",8.4,68.0,804196,149,PG-13
388,Isle of Dogs,2018,"Animation, Adventure, Comedy",7.9,82.0,134023,101,PG-13
75,Awakenings,1990,"Biography, Drama",7.8,74.0,121626,121,PG-13
387,Iron Man,2008,"Action, Adventure, Sci-Fi",7.9,79.0,924278,126,PG-13
249,Edward Scissorhands,1990,"Drama, Fantasy, Romance",7.9,74.0,439000,105,PG-13
169,Cinderella Man,2005,"Biography, Drama, History",8.0,69.0,173955,144,PG-13
287,Fried Green Tomatoes,1991,Drama,7.7,64.0,65783,130,PG-13
248,Edge of Tomorrow,2014,"Action, Adventure, Sci-Fi",7.9,71.0,588753,113,PG-13
455,Life Is Beautiful,1997,"Comedy, Drama, Romance",8.6,59.0,609279,116,PG-13
157,Catch Me If You Can,2002,"Biography, Crime, Drama",8.1,75.0,806260,141,PG-13
458,Lage Raho Munna Bhai,2006,"Comedy, Drama, Romance",8.1,,42199,144,PG-13
283,Forrest Gump,1994,"Drama, Romance",8.8,82.0,1765325,142,PG-13
147,Captain America: Civil War,2016,"Action, Adventure, Sci-Fi",7.8,75.0,648143,147,PG-13
273,Ferris Bueller's Day Off,1986,Comedy,7.8,61.0,315394,103,PG-13
404,Jurassic Park,1993,"Action, Adventure, Sci-Fi",8.1,68.0,850545,127,PG-13
415,The Wind Rises,2013,"Animation, Biography, Drama",7.8,83.0,70893,126,PG-13
68,As Good as It Gets,1997,"Comedy, Drama, Romance",7.7,67.0,270908,139,PG-13
66,Arrival,2016,"Drama, Mystery, Sci-Fi",7.9,81.0,579529,116,PG-13
398,Jojo Rabbit,2019,"Comedy, Drama, War",7.9,58.0,264161,108,PG-13
397,A Separation,2011,"Drama, Thriller",8.3,95.0,215326,123,PG-13
361,I Am Sam,2001,Drama,7.7,28.0,141489,132,PG-13
282,Ford v Ferrari,2019,"Action, Biography, Drama",8.1,81.0,262968,152,PG-13
148,Captain America: The Winter Soldier,2014,"Action, Adventure, Sci-Fi",7.7,70.0,722356,136,PG-13
359,Fearless,2006,"Action, Biography, Drama",7.6,70.0,72224,104,PG-13
181,Creed,2015,"Drama, Sport",7.6,82.0,242791,133,PG-13
182,Crimes and Misdemeanors,1989,"Comedy, Drama",7.9,77.0,53775,104,PG-13
427,Knives Out,2019,"Comedy, Crime, Drama",7.9,82.0,397002,130,PG-13
358,Hunt for the Wilderpeople,2016,"Adventure, Comedy, Drama",7.9,81.0,105754,101,PG-13
355,Hotel Rwanda,2004,"Biography, Drama, History",8.1,79.0,330319,121,PG-13
53,Amour,2012,"Drama, Romance",7.9,94.0,91547,127,PG-13
208,Wings of Desire,1987,"Drama, Fantasy, Romance",8.0,79.0,63311,128,PG-13
400,Joyeux Noel,2005,"Drama, History, Music",7.7,70.0,27198,116,PG-13
150,Captain Phillips,2013,"Adventure, Biography, Crime",7.8,82.0,414014,134,PG-13
89,Batman Begins,2005,"Action, Adventure",8.2,70.0,1284934,140,PG-13
374,Inception,2010,"Action, Adventure, Sci-Fi",8.8,74.0,2018195,148,PG-13
296,Gattaca,1997,"Drama, Sci-Fi, Thriller",7.8,64.0,276721,106,PG-13
329,Hamilton,2020,"Biography, Drama, History",8.7,90.0,42758,160,PG-13
485,Lion,2016,"Biography, Drama",8.0,69.0,208111,118,PG-13
14,A Beautiful Mind,2001,"Biography, Drama",8.2,72.0,831756,135,PG-13
317,Gravity,2013,"Drama, Sci-Fi, Thriller",7.7,96.0,758256,91,PG-13
119,Bohemian Rhapsody,2018,"Biography, Drama, Music",8.0,49.0,436743,134,PG-13
229,Doctor Zhivago,1965,"Drama, Romance, War",8.0,69.0,68629,193,PG-13
154,Casino Royale,2006,"Action, Adventure, Thriller",8.0,80.0,572921,144,PG-13
8,3 Idiots,2009,"Comedy, Drama",8.4,67.0,334597,170,PG-13
155,Cast Away,2000,"Adventure, Drama, Romance",7.8,73.0,513105,143,PG-13
318,Green Book,2018,"Biography, Comedy, Drama",8.2,69.0,347674,130,PG-13
301,Gifted,2017,Drama,7.6,60.0,96568,101,PG-13
102,Big Fish,2003,"Adventure, Drama, Fantasy",8.0,58.0,409862,125,PG-13
320,Guardians of the Galaxy,2014,"Action, Adventure, Comedy",8.0,76.0,1027378,121,PG-13
321,Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",7.6,67.0,554140,136,PG-13
368,In America,2002,Drama,7.7,76.0,40144,105,PG-13
330,Hamlet,1996,Drama,7.7,,35637,242,PG-13
376,Indiana Jones and the Last Crusade,1989,"Action, Adventure",8.2,65.0,679850,127,PG-13
167,Chungking Express,1994,"Comedy, Crime, Drama",8.1,77.0,60627,102,PG-13
464,Le Dîner de Cons,1998,Comedy,7.7,73.0,36760,80,PG-13
197,Dawn of the Planet of the Apes,2014,"Action, Adventure, Drama",7.6,79.0,407710,130,PG-13
337,Harry Potter and the Goblet of Fire,2005,"Adventure, Family, Fantasy",7.7,81.0,533708,157,PG-13
242,Dunkirk,2017,"Action, Drama, History",7.9,94.0,537092,106,PG-13
469,The Past,2013,"Drama, Mystery",7.8,85.0,44286,130,PG-13
472,The Diving Bell and the Butterfly,2007,"Biography, Drama",8.0,92.0,102295,112,PG-13
332,Hannah and Her Sisters,1986,"Comedy, Drama",7.9,90.0,66083,107,PG-13
473,The Chorus,2004,"Drama, Music",7.9,56.0,56437,97,PG-13
336,Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure, Drama, Fantasy",8.1,85.0,747242,130,PG-13
132,Bridge of Spies,2015,"Drama, History, Thriller",7.6,81.0,282401,142,PG-13
476,The Triplets of Belleville,2003,"Animation, Comedy, Drama",7.8,91.0,50056,80,PG-13
335,Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Family, Fantasy",7.7,65.0,465901,146,PG-13
162,Charade,1963,"Comedy, Mystery, Romance",7.9,83.0,66797,113,Passed
913,To Have and Have Not,1944,"Adventure, Comedy, Film-Noir",7.8,,30434,100,Passed
698,Some Like It Hot,1959,"Comedy, Music, Romance",8.2,98.0,239371,121,Passed
379,Inherit the Wind,1960,"Biography, Drama, History",8.1,75.0,26815,128,Passed
912,To Be or Not to Be,1942,"Comedy, War",8.2,86.0,28103,99,Passed
866,The Quiet Man,1952,"Comedy, Drama, Romance",7.7,,33975,129,Passed
285,Frankenstein,1931,"Drama, Horror, Romance",7.8,91.0,63746,70,Passed
894,The Treasure of the Sierra Madre,1948,"Adventure, Drama, Western",8.2,98.0,112184,126,Passed
288,From Here to Eternity,1953,"Drama, Romance, War",7.6,85.0,42575,118,Passed
706,Stagecoach,1939,"Adventure, Drama, Western",7.8,93.0,42564,96,Passed
351,His Girl Friday,1940,"Comedy, Drama, Romance",7.9,,52532,92,Passed
815,The Kid,1921,"Comedy, Drama, Family",8.3,,110084,68,Passed
966,What Ever Happened to Baby Jane?,1962,"Drama, Horror, Thriller",8.1,75.0,49044,134,Passed
22,A Night at the Opera,1935,"Comedy, Music, Musical",7.9,,30121,96,Passed
654,Sabrina,1954,"Comedy, Drama, Romance",7.7,72.0,58066,113,Passed
794,The Grapes of Wrath,1940,"Drama, History",8.0,96.0,84822,129,Passed
795,The Great Dictator,1940,"Comedy, Drama, War",8.4,,198682,125,Passed
234,Double Indemnity,1944,"Crime, Drama, Film-Noir",8.3,95.0,140566,107,Passed
873,The Searchers,1956,"Adventure, Drama, Western",7.9,94.0,78857,119,Passed
500,M,1931,"Crime, Mystery, Thriller",8.3,,140334,99,Passed
784,The General,1926,"Action, Adventure, Comedy",8.1,,79294,67,Passed
460,Laura,1944,"Drama, Film-Noir, Mystery",8.0,,41914,88,Passed
675,Sherlock Jr.,1924,"Action, Comedy, Romance",8.2,,40215,45,Passed
641,Rio Bravo,1959,"Action, Drama, Western",8.0,93.0,55064,141,Passed
450,The Passion of Joan of Arc,1928,"Biography, Drama, History",8.1,,46237,114,Passed
41,All About Eve,1950,Drama,8.2,98.0,118359,138,Passed
42,All Quiet on the Western Front,1930,"Drama, War",8.0,91.0,56562,152,Passed
134,Bringing Up Baby,1938,"Comedy, Family, Romance",7.9,91.0,54146,102,Passed
542,Mr. Smith Goes to Washington,1939,"Comedy, Drama",8.1,73.0,105038,129,Passed
311,Gone with the Wind,1939,"Drama, History, Romance",8.1,97.0,285254,238,Passed
635,Red River,1948,"Action, Adventure, Drama",7.8,,27605,133,Passed
145,Cape Fear,1962,"Drama, Thriller",7.7,76.0,25868,106,Passed
721,Sunset Blvd.,1950,"Drama, Film-Noir",8.4,,197270,110,Passed
423,King Kong,1933,"Adventure, Horror, Sci-Fi",7.9,90.0,77755,100,Passed
720,Sunrise,1927,"Drama, Romance",8.1,,46263,94,Passed
790,The Gold Rush,1925,"Adventure, Comedy, Drama",8.2,,98332,95,Passed
760,The Circus,1928,"Comedy, Romance",8.1,90.0,28222,72,Passed
861,The Pianist,2002,"Biography, Drama, Music",8.5,85.0,712119,150,R
127,Braveheart,1995,"Biography, Drama, History",8.3,68.0,945065,178,R
126,Boyz n the Hood,1991,"Crime, Drama",7.8,76.0,122684,112,R
149,Captain Fantastic,2016,"Comedy, Drama",7.9,72.0,183557,118,R
128,Brazil,1985,"Drama, Sci-Fi",7.9,84.0,185074,132,R
130,Breaking the Waves,1996,Drama,7.8,76.0,61401,159,R
151,Carlito's Way,1993,"Crime, Drama, Thriller",7.9,65.0,197563,144,R
847,The Matrix,1999,"Action, Sci-Fi",8.7,73.0,1640629,136,R
135,Brokeback Mountain,2005,"Drama, Romance",7.7,87.0,318277,134,R
144,Call Me by Your Name,2017,"Drama, Romance",7.9,93.0,201934,132,R
146,Capernaum,2018,Drama,8.4,75.0,55579,126,R
153,Casino,1995,"Crime, Drama",8.2,73.0,455767,178,R
159,Central Station,1998,Drama,8.0,80.0,35637,110,R
176,Control,2007,"Biography, Drama, Music",7.7,78.0,60839,122,R
838,The Machinist,2004,"Drama, Thriller",7.7,61.0,352541,101,R
195,The White Ribbon,2009,"Drama, History, Mystery",7.8,82.0,67630,144,R
199,Dazed and Confused,1993,Comedy,7.6,78.0,162305,102,R
799,The Hateful Eight,2015,"Crime, Drama, Mystery",7.8,68.0,502149,168,R
798,The Hangover,2009,Comedy,7.7,73.0,708113,100,R
797,The Green Mile,1999,"Crime, Drama, Fantasy",8.6,61.0,1119516,189,R
200,Dead Man,1995,"Adventure, Drama, Fantasy",7.6,62.0,88997,121,R
793,The Grand Budapest Hotel,2014,"Adventure, Comedy, Crime",8.1,88.0,691192,99,R
203,Deadpool,2016,"Action, Adventure, Comedy",8.0,65.0,885983,108,R
204,Deadpool 2,2018,"Action, Adventure, Comedy",7.7,66.0,464302,119,R
804,The Hurricane,1999,"Biography, Drama, Sport",7.6,74.0,90393,146,R
789,The Godfather: Part III,1990,"Crime, Drama",7.6,60.0,351995,162,R
787,The Godfather,1972,"Crime, Drama",9.2,100.0,1581228,175,R
786,The Girl with the Dragon Tattoo,2011,"Crime, Drama, Mystery",7.8,71.0,413593,158,R
785,The Gentlemen,2019,"Action, Comedy, Crime",7.9,51.0,190006,113,R
783,The Game,1997,"Action, Drama, Mystery",7.8,61.0,338356,129,R
206,Delicatessen,1991,"Comedy, Crime",7.6,66.0,79406,99,R
781,The French Connection,1971,"Action, Crime, Drama",7.7,94.0,107938,104,R
780,The Florida Project,2017,Drama,7.6,92.0,91097,111,R
779,The Fighter,2010,"Biography, Drama, Sport",7.8,79.0,335336,116,R
207,Deliverance,1972,"Adventure, Drama, Thriller",7.7,80.0,97249,109,R
788,The Godfather: Part II,1974,"Crime, Drama",9.0,90.0,1104741,202,R
839,The Magdalene Sisters,2002,Drama,7.7,83.0,25670,114,R
194,The Lives of Others,2006,"Drama, Mystery, Thriller",8.4,89.0,351499,137,R
191,Das Boot,1981,"Adventure, Drama, Thriller",8.3,86.0,227685,149,R
161,Changeling,2008,"Biography, Crime, Drama",7.7,63.0,235138,141,R
164,Children of Men,2006,"Adventure, Drama, Sci-Fi",7.9,84.0,458332,109,R
165,Chinatown,1974,"Drama, Mystery, Thriller",8.1,92.0,288527,130,R
168,City of God,2002,"Crime, Drama",8.6,79.0,688580,130,R
831,The Long Goodbye,1973,"Comedy, Crime, Drama",7.6,87.0,25476,112,R
172,Clerks,1994,Comedy,7.7,70.0,209698,92,R
180,Crash,2004,"Crime, Drama, Thriller",7.7,66.0,415998,112,R
826,The Last of the Mohicans,1992,"Action, Adventure, Drama",7.7,76.0,146353,112,R
825,The Last Samurai,2003,"Action, Drama, War",7.7,55.0,393807,154,R
193,The Experiment,2001,"Drama, Thriller",7.7,60.0,90117,120,R
824,The Last Picture Show,1971,"Drama, Romance",8.0,93.0,41479,118,R
183,"Black Cat, White Cat",1998,"Comedy, Crime, Romance",8.1,73.0,50029,127,R
819,The King's Speech,2010,"Biography, Drama, History",8.0,88.0,630288,118,R
184,Dallas Buyers Club,2013,"Biography, Drama",8.0,80.0,432186,117,R
817,The Killing Fields,1984,"Biography, Drama, History",7.8,76.0,50783,141,R
185,Dancer in the Dark,2000,"Crime, Drama, Musical",8.0,61.0,100470,140,R
188,Dangerous Liaisons,1988,"Drama, Romance",7.6,74.0,63584,119,R
812,The Irishman,2019,"Biography, Crime, Drama",7.9,94.0,308436,209,R
810,The Insider,1999,"Biography, Drama, Thriller",7.8,84.0,157527,157,R
